Epoch: 0001 train_loss= 2.6481  train_acc= 0.1378  val_loss= 2.6336  val_acc= 0.1408  time= 4.7232 
Epoch: 0056 train_loss= 0.3292  train_acc= 0.9503  val_loss= 0.5791  val_acc= 0.8169  time= 0.2532 
Epoch: 0057 train_loss= 0.3247  train_acc= 0.9567  val_loss= 0.5741  val_acc= 0.8451  time= 0.2288 
Epoch: 0058 train_loss= 0.3095  train_acc= 0.9535  val_loss= 0.5645  val_acc= 0.8310  time= 0.2279 
Epoch: 0059 train_loss= 0.2921  train_acc= 0.9503  val_loss= 0.5376  val_acc= 0.8310  time= 0.2760 
Epoch: 0060 train_loss= 0.2796  train_acc= 0.9535  val_loss= 0.5309  val_acc= 0.8451  time= 0.2631 
Epoch: 0061 train_loss= 0.2859  train_acc= 0.9567  val_loss= 0.5408  val_acc= 0.8169  time= 0.2612 
Epoch: 0062 train_loss= 0.2650  train_acc= 0.9551  val_loss= 0.5256  val_acc= 0.8310  time= 0.2354 
Epoch: 0063 train_loss= 0.2598  train_acc= 0.9615  val_loss= 0.5353  val_acc= 0.8169  time= 0.2609 
Epoch: 0064 train_loss= 0.2552  train_acc= 0.9647  val_loss= 0.5411  val_acc= 0.8169  time= 0.3006 
Epoch: 0065 train_loss= 0.2468  train_acc= 0.9631  val_loss= 0.5254  val_acc= 0.8451  time= 0.2791 
Epoch: 0066 train_loss= 0.2361  train_acc= 0.9599  val_loss= 0.5093  val_acc= 0.8592  time= 0.2733 
Epoch: 0067 train_loss= 0.2265  train_acc= 0.9631  val_loss= 0.4990  val_acc= 0.8310  time= 0.2366 
Epoch: 0068 train_loss= 0.2156  train_acc= 0.9679  val_loss= 0.4841  val_acc= 0.8451  time= 0.2955 
Epoch: 0069 train_loss= 0.2072  train_acc= 0.9679  val_loss= 0.4857  val_acc= 0.8451  time= 0.3144 
Epoch: 0070 train_loss= 0.2015  train_acc= 0.9744  val_loss= 0.4885  val_acc= 0.8310  time= 0.2596 
Epoch: 0071 train_loss= 0.1964  train_acc= 0.9696  val_loss= 0.4757  val_acc= 0.8451  time= 0.2971 
Epoch: 0072 train_loss= 0.1825  train_acc= 0.9712  val_loss= 0.4618  val_acc= 0.8592  time= 0.2920 
Epoch: 0073 train_loss= 0.1786  train_acc= 0.9744  val_loss= 0.4663  val_acc= 0.8451  time= 0.2639 
Epoch: 0074 train_loss= 0.1691  train_acc= 0.9792  val_loss= 0.4612  val_acc= 0.8451  time= 0.3132 
Epoch: 0075 train_loss= 0.1666  train_acc= 0.9744  val_loss= 0.4557  val_acc= 0.8592  time= 0.2919 
Epoch: 0076 train_loss= 0.1553  train_acc= 0.9808  val_loss= 0.4421  val_acc= 0.8451  time= 0.2900 
Epoch: 0077 train_loss= 0.1525  train_acc= 0.9824  val_loss= 0.4199  val_acc= 0.8451  time= 0.2929 
Epoch: 0078 train_loss= 0.1433  train_acc= 0.9856  val_loss= 0.4004  val_acc= 0.8592  time= 0.2842 
Epoch: 0079 train_loss= 0.1430  train_acc= 0.9872  val_loss= 0.4077  val_acc= 0.8451  time= 0.2675 
Epoch: 0080 train_loss= 0.1329  train_acc= 0.9872  val_loss= 0.4220  val_acc= 0.8451  time= 0.2241 
Epoch: 0081 train_loss= 0.1279  train_acc= 0.9856  val_loss= 0.4401  val_acc= 0.8451  time= 0.2369 
Epoch: 0082 train_loss= 0.1255  train_acc= 0.9888  val_loss= 0.4381  val_acc= 0.8169  time= 0.2498 
Epoch: 0083 train_loss= 0.1176  train_acc= 0.9936  val_loss= 0.4136  val_acc= 0.8592  time= 0.2386 
Epoch: 0084 train_loss= 0.1156  train_acc= 0.9968  val_loss= 0.4011  val_acc= 0.8592  time= 0.2299 
Epoch: 0085 train_loss= 0.1120  train_acc= 0.9952  val_loss= 0.3926  val_acc= 0.8592  time= 0.2808 
Epoch: 0086 train_loss= 0.1045  train_acc= 0.9952  val_loss= 0.3865  val_acc= 0.8592  time= 0.2629 
Epoch: 0087 train_loss= 0.1007  train_acc= 0.9952  val_loss= 0.3903  val_acc= 0.8592  time= 0.2771 
Epoch: 0088 train_loss= 0.0957  train_acc= 0.9968  val_loss= 0.3880  val_acc= 0.8592  time= 0.2642 
Epoch: 0089 train_loss= 0.0926  train_acc= 0.9952  val_loss= 0.3836  val_acc= 0.8592  time= 0.2452 
Epoch: 0090 train_loss= 0.0877  train_acc= 0.9952  val_loss= 0.3749  val_acc= 0.8592  time= 0.2555 
Epoch: 0091 train_loss= 0.0837  train_acc= 0.9984  val_loss= 0.3676  val_acc= 0.8592  time= 0.2512 
Epoch: 0092 train_loss= 0.0825  train_acc= 0.9984  val_loss= 0.3663  val_acc= 0.8592  time= 0.2624 
Epoch: 0093 train_loss= 0.0800  train_acc= 0.9984  val_loss= 0.3664  val_acc= 0.8732  time= 0.2647 
Epoch: 0094 train_loss= 0.0761  train_acc= 0.9984  val_loss= 0.3577  val_acc= 0.8732  time= 0.2937 
Epoch: 0095 train_loss= 0.0717  train_acc= 0.9984  val_loss= 0.3521  val_acc= 0.8873  time= 0.2998 
Epoch: 0096 train_loss= 0.0694  train_acc= 1.0000  val_loss= 0.3522  val_acc= 0.8732  time= 0.2764 
Epoch: 0097 train_loss= 0.0658  train_acc= 1.0000  val_loss= 0.3479  val_acc= 0.8592  time= 0.2855 
Epoch: 0098 train_loss= 0.0652  train_acc= 1.0000  val_loss= 0.3467  val_acc= 0.8592  time= 0.2399 
Epoch: 0099 train_loss= 0.0639  train_acc= 1.0000  val_loss= 0.3484  val_acc= 0.8732  time= 0.2796 
Epoch: 0100 train_loss= 0.0597  train_acc= 1.0000  val_loss= 0.3488  val_acc= 0.8732  time= 0.2508 
Epoch: 0100  Test set results: loss= 0.9874  accuracy= 0.9178 Epoch: 0101 train_loss= 0.0602  train_acc= 1.0000  val_loss= 0.3649  val_acc= 0.9155  time= 0.2302 
Epoch: 0102 train_loss= 0.0580  train_acc= 1.0000  val_loss= 0.3610  val_acc= 0.8732  time= 0.2376 
Epoch: 0103 train_loss= 0.0589  train_acc= 1.0000  val_loss= 0.3739  val_acc= 0.8732  time= 0.2670 
Epoch: 0104 train_loss= 0.0550  train_acc= 1.0000  val_loss= 0.3686  val_acc= 0.8592  time= 0.2607 
Epoch: 0105 train_loss= 0.0537  train_acc= 1.0000  val_loss= 0.3692  val_acc= 0.8732  time= 0.2472 
Epoch: 0106 train_loss= 0.0504  train_acc= 1.0000  val_loss= 0.3561  val_acc= 0.8732  time= 0.2233 
Epoch: 0107 train_loss= 0.0530  train_acc= 1.0000  val_loss= 0.3468  val_acc= 0.8873  time= 0.2457 
Epoch: 0108 train_loss= 0.0506  train_acc= 1.0000  val_loss= 0.3563  val_acc= 0.8732  time= 0.2617 
Epoch: 0109 train_loss= 0.0477  train_acc= 1.0000  val_loss= 0.3706  val_acc= 0.8732  time= 0.2458 
Epoch: 0110 train_loss= 0.0451  train_acc= 1.0000  val_loss= 0.3707  val_acc= 0.8732  time= 0.2381 
Epoch: 0111 train_loss= 0.0462  train_acc= 1.0000  val_loss= 0.3575  val_acc= 0.8732  time= 0.2439 
Epoch: 0112 train_loss= 0.0426  train_acc= 1.0000  val_loss= 0.3513  val_acc= 0.8592  time= 0.2761 
Epoch: 0113 train_loss= 0.0408  train_acc= 1.0000  val_loss= 0.3525  val_acc= 0.8873  time= 0.3092 
Epoch: 0114 train_loss= 0.0388  train_acc= 1.0000  val_loss= 0.3643  val_acc= 0.8873  time= 0.2361 
Epoch: 0115 train_loss= 0.0400  train_acc= 1.0000  val_loss= 0.3797  val_acc= 0.8873  time= 0.3058 
Epoch: 0116 train_loss= 0.0382  train_acc= 1.0000  val_loss= 0.3804  val_acc= 0.8873  time= 0.3171 
Epoch: 0117 train_loss= 0.0365  train_acc= 1.0000  val_loss= 0.3682  val_acc= 0.8592  time= 0.2520 
Epoch: 0118 train_loss= 0.0365  train_acc= 1.0000  val_loss= 0.3641  val_acc= 0.8592  time= 0.2402 
Epoch: 0119 train_loss= 0.0336  train_acc= 1.0000  val_loss= 0.3547  val_acc= 0.8873  time= 0.2737 
Epoch: 0120 train_loss= 0.0337  train_acc= 1.0000  val_loss= 0.3484  val_acc= 0.9014  time= 0.2898 
Epoch: 0121 train_loss= 0.0336  train_acc= 1.0000  val_loss= 0.3483  val_acc= 0.8732  time= 0.2327 
Epoch: 0122 train_loss= 0.0317  train_acc= 1.0000  val_loss= 0.3540  val_acc= 0.8592  time= 0.2523 
Epoch: 0123 train_loss= 0.0320  train_acc= 1.0000  val_loss= 0.3528  val_acc= 0.8592  time= 0.2330 
Epoch: 0124 train_loss= 0.0315  train_acc= 1.0000  val_loss= 0.3406  val_acc= 0.8592  time= 0.2455 
Epoch: 0125 train_loss= 0.0301  train_acc= 1.0000  val_loss= 0.3225  val_acc= 0.9014  time= 0.2811 
Epoch: 0126 train_loss= 0.0298  train_acc= 1.0000  val_loss= 0.3105  val_acc= 0.9014  time= 0.2374 
Epoch: 0127 train_loss= 0.0280  train_acc= 1.0000  val_loss= 0.3337  val_acc= 0.9014  time= 0.2410 
Epoch: 0128 train_loss= 0.0283  train_acc= 1.0000  val_loss= 0.3658  val_acc= 0.8732  time= 0.3278 
Epoch: 0129 train_loss= 0.0280  train_acc= 1.0000  val_loss= 0.3796  val_acc= 0.8732  time= 0.2572 
Epoch: 0130 train_loss= 0.0267  train_acc= 1.0000  val_loss= 0.3665  val_acc= 0.8732  time= 0.3060 
Epoch: 0131 train_loss= 0.0272  train_acc= 1.0000  val_loss= 0.3349  val_acc= 0.8873  time= 0.3003 
Epoch: 0132 train_loss= 0.0269  train_acc= 1.0000  val_loss= 0.3258  val_acc= 0.9014  time= 0.2336 
Epoch: 0133 train_loss= 0.0259  train_acc= 1.0000  val_loss= 0.3308  val_acc= 0.9014  time= 0.2349 
Epoch: 0134 train_loss= 0.0250  train_acc= 1.0000  val_loss= 0.3394  val_acc= 0.9155  time= 0.2579 
Epoch: 0135 train_loss= 0.0260  train_acc= 1.0000  val_loss= 0.3558  val_acc= 0.9155  time= 0.2397 
Epoch: 0136 train_loss= 0.0250  train_acc= 1.0000  val_loss= 0.3471  val_acc= 0.8873  time= 0.2450 
Epoch: 0137 train_loss= 0.0247  train_acc= 1.0000  val_loss= 0.3337  val_acc= 0.8873  time= 0.2450 
Epoch: 0138 train_loss= 0.0242  train_acc= 1.0000  val_loss= 0.3373  val_acc= 0.8873  time= 0.2454 
Epoch: 0139 train_loss= 0.0244  train_acc= 1.0000  val_loss= 0.3528  val_acc= 0.8873  time= 0.2508 
Epoch: 0140 train_loss= 0.0237  train_acc= 1.0000  val_loss= 0.3580  val_acc= 0.9014  time= 0.2930 
Epoch: 0141 train_loss= 0.0231  train_acc= 1.0000  val_loss= 0.3534  val_acc= 0.8873  time= 0.2313 
Epoch: 0142 train_loss= 0.0228  train_acc= 1.0000  val_loss= 0.3503  val_acc= 0.8732  time= 0.2318 
Epoch: 0143 train_loss= 0.0220  train_acc= 1.0000  val_loss= 0.3471  val_acc= 0.8732  time= 0.2364 
Epoch: 0144 train_loss= 0.0225  train_acc= 1.0000  val_loss= 0.3481  val_acc= 0.8732  time= 0.2729 
Epoch: 0145 train_loss= 0.0217  train_acc= 1.0000  val_loss= 0.3437  val_acc= 0.8732  time= 0.2710 
Epoch: 0146 train_loss= 0.0215  train_acc= 1.0000  val_loss= 0.3357  val_acc= 0.8873  time= 0.2310 
Epoch: 0147 train_loss= 0.0212  train_acc= 1.0000  val_loss= 0.3296  val_acc= 0.8873  time= 0.2420 
Epoch: 0148 train_loss= 0.0215  train_acc= 1.0000  val_loss= 0.3284  val_acc= 0.9014  time= 0.2305 
Epoch: 0149 train_loss= 0.0204  train_acc= 1.0000  val_loss= 0.3300  val_acc= 0.8873  time= 0.2416 
Epoch: 0150 train_loss= 0.0203  train_acc= 1.0000  val_loss= 0.3414  val_acc= 0.8873  time= 0.2378 
Epoch: 0151 train_loss= 0.0205  train_acc= 1.0000  val_loss= 0.3472  val_acc= 0.9014  time= 0.2261 
Epoch: 0152 train_loss= 0.0200  train_acc= 1.0000  val_loss= 0.3468  val_acc= 0.9014  time= 0.2324 
Epoch: 0153 train_loss= 0.0202  train_acc= 1.0000  val_loss= 0.3452  val_acc= 0.9155  time= 0.2417 
Epoch: 0154 train_loss= 0.0198  train_acc= 1.0000  val_loss= 0.3246  val_acc= 0.9014  time= 0.2244 
Epoch: 0155 train_loss= 0.0200  train_acc= 1.0000  val_loss= 0.2978  val_acc= 0.8873  time= 0.2811 
Epoch: 0156 train_loss= 0.0200  train_acc= 1.0000  val_loss= 0.2851  val_acc= 0.9014  time= 0.2766 
Epoch: 0157 train_loss= 0.0201  train_acc= 1.0000  val_loss= 0.2912  val_acc= 0.9014  time= 0.2336 
Epoch: 0158 train_loss= 0.0198  train_acc= 1.0000  val_loss= 0.2896  val_acc= 0.9155  time= 0.2471 
Epoch: 0159 train_loss= 0.0201  train_acc= 1.0000  val_loss= 0.3080  val_acc= 0.8873  time= 0.2292 
Epoch: 0160 train_loss= 0.0195  train_acc= 1.0000  val_loss= 0.3171  val_acc= 0.8873  time= 0.2274 
Epoch: 0161 train_loss= 0.0198  train_acc= 1.0000  val_loss= 0.3289  val_acc= 0.9155  time= 0.2300 
Epoch: 0162 train_loss= 0.0200  train_acc= 1.0000  val_loss= 0.3101  val_acc= 0.9014  time= 0.2376 
Epoch: 0163 train_loss= 0.0193  train_acc= 1.0000  val_loss= 0.2762  val_acc= 0.9296  time= 0.2991 
Epoch: 0164 train_loss= 0.0194  train_acc= 1.0000  val_loss= 0.2597  val_acc= 0.9155  time= 0.2831 
Epoch: 0165 train_loss= 0.0199  train_acc= 1.0000  val_loss= 0.2710  val_acc= 0.9014  time= 0.2580 
Epoch: 0166 train_loss= 0.0189  train_acc= 1.0000  val_loss= 0.2912  val_acc= 0.9014  time= 0.2309 
Epoch: 0167 train_loss= 0.0189  train_acc= 1.0000  val_loss= 0.3220  val_acc= 0.9014  time= 0.2495 
Epoch: 0168 train_loss= 0.0191  train_acc= 1.0000  val_loss= 0.3398  val_acc= 0.8873  time= 0.2779 
Epoch: 0169 train_loss= 0.0191  train_acc= 1.0000  val_loss= 0.3362  val_acc= 0.9014  time= 0.2688 
Epoch: 0170 train_loss= 0.0181  train_acc= 1.0000  val_loss= 0.3122  val_acc= 0.9014  time= 0.2910 
Epoch: 0171 train_loss= 0.0176  train_acc= 1.0000  val_loss= 0.2839  val_acc= 0.9014  time= 0.2735 
Epoch: 0172 train_loss= 0.0179  train_acc= 1.0000  val_loss= 0.2675  val_acc= 0.9155  time= 0.2445 
Epoch: 0173 train_loss= 0.0187  train_acc= 1.0000  val_loss= 0.2748  val_acc= 0.9155  time= 0.2566 
Epoch: 0174 train_loss= 0.0182  train_acc= 1.0000  val_loss= 0.2853  val_acc= 0.9014  time= 0.3158 
Epoch: 0175 train_loss= 0.0176  train_acc= 1.0000  val_loss= 0.2976  val_acc= 0.9155  time= 0.2789 
Epoch: 0176 train_loss= 0.0178  train_acc= 1.0000  val_loss= 0.3171  val_acc= 0.8873  time= 0.2442 
Epoch: 0177 train_loss= 0.0182  train_acc= 1.0000  val_loss= 0.3327  val_acc= 0.9014  time= 0.3167 
Epoch: 0178 train_loss= 0.0185  train_acc= 1.0000  val_loss= 0.3336  val_acc= 0.9155  time= 0.2454 
Epoch: 0179 train_loss= 0.0177  train_acc= 1.0000  val_loss= 0.3178  val_acc= 0.9155  time= 0.2701 
Epoch: 0180 train_loss= 0.0180  train_acc= 1.0000  val_loss= 0.3104  val_acc= 0.9155  time= 0.2834 
Epoch: 0181 train_loss= 0.0177  train_acc= 1.0000  val_loss= 0.3033  val_acc= 0.9155  time= 0.2342 
Epoch: 0182 train_loss= 0.0178  train_acc= 1.0000  val_loss= 0.2929  val_acc= 0.9296  time= 0.2813 
Epoch: 0183 train_loss= 0.0175  train_acc= 1.0000  val_loss= 0.2812  val_acc= 0.9296  time= 0.2400 
Epoch: 0184 train_loss= 0.0181  train_acc= 1.0000  val_loss= 0.2792  val_acc= 0.9296  time= 0.2523 
Epoch: 0185 train_loss= 0.0176  train_acc= 1.0000  val_loss= 0.2879  val_acc= 0.9155  time= 0.2483 
Epoch: 0186 train_loss= 0.0172  train_acc= 1.0000  val_loss= 0.2958  val_acc= 0.9155  time= 0.2446 
Epoch: 0187 train_loss= 0.0172  train_acc= 1.0000  val_loss= 0.2960  val_acc= 0.9155  time= 0.2227 
Epoch: 0188 train_loss= 0.0174  train_acc= 1.0000  val_loss= 0.2866  val_acc= 0.9296  time= 0.2382 
Epoch: 0189 train_loss= 0.0171  train_acc= 1.0000  val_loss= 0.2745  val_acc= 0.9155  time= 0.2741 
Epoch: 0190 train_loss= 0.0168  train_acc= 1.0000  val_loss= 0.2566  val_acc= 0.9155  time= 0.2715 
Epoch: 0191 train_loss= 0.0170  train_acc= 1.0000  val_loss= 0.2524  val_acc= 0.9155  time= 0.2253 
Epoch: 0192 train_loss= 0.0168  train_acc= 1.0000  val_loss= 0.2636  val_acc= 0.9155  time= 0.2626 
Epoch: 0193 train_loss= 0.0164  train_acc= 1.0000  val_loss= 0.2689  val_acc= 0.9155  time= 0.2469 
Epoch: 0194 train_loss= 0.0165  train_acc= 1.0000  val_loss= 0.2755  val_acc= 0.9155  time= 0.2452 
Epoch: 0195 train_loss= 0.0165  train_acc= 1.0000  val_loss= 0.2787  val_acc= 0.9155  time= 0.2480 
Epoch: 0196 train_loss= 0.0160  train_acc= 1.0000  val_loss= 0.2678  val_acc= 0.9155  time= 0.2775 
Epoch: 0197 train_loss= 0.0164  train_acc= 1.0000  val_loss= 0.2584  val_acc= 0.9014  time= 0.2511 
Epoch: 0198 train_loss= 0.0167  train_acc= 1.0000  val_loss= 0.2470  val_acc= 0.9155  time= 0.2496 
Epoch: 0199 train_loss= 0.0160  train_acc= 1.0000  val_loss= 0.2267  val_acc= 0.9155  time= 0.2709 
Epoch: 0200 train_loss= 0.0164  train_acc= 1.0000  val_loss= 0.2367  val_acc= 0.9155  time= 0.2385 
Epoch: 0200  Test set results: loss= 0.4183  accuracy= 0.9532 Epoch: 0201 train_loss= 0.0167  train_acc= 1.0000  val_loss= 0.2593  val_acc= 0.9155  time= 0.2515 
Epoch: 0202 train_loss= 0.0165  train_acc= 1.0000  val_loss= 0.2740  val_acc= 0.9296  time= 0.2816 
Epoch: 0203 train_loss= 0.0164  train_acc= 1.0000  val_loss= 0.2806  val_acc= 0.9296  time= 0.2427 
Epoch: 0204 train_loss= 0.0164  train_acc= 1.0000  val_loss= 0.2869  val_acc= 0.9155  time= 0.2505 
Epoch: 0205 train_loss= 0.0166  train_acc= 1.0000  val_loss= 0.2852  val_acc= 0.9155  time= 0.2742 
Epoch: 0206 train_loss= 0.0166  train_acc= 1.0000  val_loss= 0.2680  val_acc= 0.9155  time= 0.2684 
Epoch: 0207 train_loss= 0.0162  train_acc= 1.0000  val_loss= 0.2461  val_acc= 0.9296  time= 0.2409 
Epoch: 0208 train_loss= 0.0156  train_acc= 1.0000  val_loss= 0.2395  val_acc= 0.9296  time= 0.2471 
Epoch: 0209 train_loss= 0.0157  train_acc= 1.0000  val_loss= 0.2515  val_acc= 0.9296  time= 0.2809 
Epoch: 0210 train_loss= 0.0156  train_acc= 1.0000  val_loss= 0.2581  val_acc= 0.9155  time= 0.2288 
Epoch: 0211 train_loss= 0.0159  train_acc= 1.0000  val_loss= 0.2762  val_acc= 0.9155  time= 0.2342 
Epoch: 0212 train_loss= 0.0159  train_acc= 1.0000  val_loss= 0.2729  val_acc= 0.9155  time= 0.3019 
Epoch: 0213 train_loss= 0.0160  train_acc= 1.0000  val_loss= 0.2493  val_acc= 0.9296  time= 0.2736 
Epoch: 0214 train_loss= 0.0156  train_acc= 1.0000  val_loss= 0.2314  val_acc= 0.9296  time= 0.2324 
Epoch: 0215 train_loss= 0.0158  train_acc= 1.0000  val_loss= 0.2298  val_acc= 0.9155  time= 0.2623 
Epoch: 0216 train_loss= 0.0156  train_acc= 1.0000  val_loss= 0.2204  val_acc= 0.9296  time= 0.2499 
Epoch: 0217 train_loss= 0.0157  train_acc= 1.0000  val_loss= 0.2062  val_acc= 0.9296  time= 0.2347 
Epoch: 0218 train_loss= 0.0157  train_acc= 1.0000  val_loss= 0.2015  val_acc= 0.9296  time= 0.2324 
Epoch: 0219 train_loss= 0.0155  train_acc= 1.0000  val_loss= 0.2170  val_acc= 0.9296  time= 0.2580 
Epoch: 0220 train_loss= 0.0156  train_acc= 1.0000  val_loss= 0.2284  val_acc= 0.9296  time= 0.2527 
Epoch: 0221 train_loss= 0.0154  train_acc= 1.0000  val_loss= 0.2277  val_acc= 0.9296  time= 0.2716 
Epoch: 0222 train_loss= 0.0156  train_acc= 1.0000  val_loss= 0.2221  val_acc= 0.9296  time= 0.2407 
Epoch: 0223 train_loss= 0.0157  train_acc= 1.0000  val_loss= 0.2050  val_acc= 0.9296  time= 0.2935 
